image_path,phase_label,movement_type
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0260.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0261.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0262.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0263.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0264.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0265.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0266.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0267.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0268.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0269.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0270.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0271.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0272.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0273.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0274.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0275.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0276.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0277.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0278.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0279.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0280.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0281.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0282.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0283.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0284.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0285.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0286.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0287.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0288.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0289.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0290.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0291.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0292.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0293.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0294.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0295.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0296.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0297.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0298.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0299.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0300.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0301.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0302.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0303.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0304.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0305.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0306.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0307.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0308.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0309.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0310.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0311.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0312.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0313.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0314.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0315.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0316.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0317.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0318.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0319.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0320.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0321.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0322.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0323.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0324.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0325.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0326.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0327.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0328.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0329.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0330.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0331.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0332.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0333.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0334.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0335.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0336.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0337.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0338.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0339.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0340.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0341.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0342.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0343.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0344.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0345.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0346.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0347.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0348.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0349.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0350.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0351.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0352.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0353.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0354.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0355.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0356.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0357.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0358.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0359.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0360.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0361.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0362.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0363.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0364.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0365.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0366.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0367.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0368.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0369.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_01\Player03_FCJ_50Kg_front_view\skeletons\skeleton_frame_0370.jpeg,End_&_Start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0054.jpeg,nothing,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0055.jpeg,nothing,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0056.jpeg,nothing,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0057.jpeg,nothing,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0058.jpeg,start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0059.jpeg,start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0060.jpeg,start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0061.jpeg,start,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0062.jpeg,first_pull,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0063.jpeg,first_pull,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0064.jpeg,first_pull,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0065.jpeg,first_pull,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0066.jpeg,first_pull,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0067.jpeg,first_pull,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0068.jpeg,first_pull,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0069.jpeg,first_pull,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0070.jpeg,first_pull,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0071.jpeg,first_pull,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0072.jpeg,first_pull,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0073.jpeg,first_pull,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0074.jpeg,first_pull,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0075.jpeg,first_pull,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0076.jpeg,first_pull,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0077.jpeg,first_pull,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0078.jpeg,first_pull,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0079.jpeg,first_pull,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0080.jpeg,first_pull,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0081.jpeg,first_pull,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0082.jpeg,first_pull,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0083.jpeg,first_pull,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0084.jpeg,first_pull,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0085.jpeg,first_pull,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0086.jpeg,first_pull,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0087.jpeg,first_pull,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0088.jpeg,Transition,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0089.jpeg,Transition,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0090.jpeg,Transition,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0091.jpeg,Transition,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0092.jpeg,Transition,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0093.jpeg,second_pull,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0094.jpeg,second_pull,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0095.jpeg,second_pull,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0096.jpeg,second_pull,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0097.jpeg,second_pull,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0098.jpeg,second_pull,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0099.jpeg,second_pull,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0100.jpeg,second_pull,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0101.jpeg,second_pull,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0102.jpeg,second_pull,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0103.jpeg,second_pull,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0104.jpeg,second_pull,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0105.jpeg,second_pull,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0106.jpeg,Turnover,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0107.jpeg,Turnover,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0108.jpeg,Turnover,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0109.jpeg,Turnover,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0110.jpeg,Turnover,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0111.jpeg,Turnover,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0112.jpeg,Turnover,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0113.jpeg,Turnover,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0114.jpeg,Turnover,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0115.jpeg,Turnover,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0116.jpeg,Turnover,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0117.jpeg,Turnover,FCJ
processed_data\Player 3\FCJ\Player03_FCJ_Set_02\Player03_FCJ_60Kg_front_view\skeletons\skeleton_frame_0118.jpeg,Turnover,FCJ
